BDP_ID,Chromosome,watson_start,watson_end,crick_start,crick_end,watson_appris,watson_biotype,watson_biotype_gencode,watson_canonical,watson_description,watson_ensembl_id,watson_gencode_basic,watson_gene_name,watson_gene_name_updated,watson_keyword,watson_length,watson_refseq,watson_rnacentral_id,watson_transcript_id,watson_tsl,watson_uniprot,crick_appris,crick_biotype,crick_biotype_gencode,crick_canonical,crick_description,crick_ensembl_id,crick_gencode_basic,crick_gene_name,crick_gene_name_updated,crick_keyword,crick_length,crick_refseq,crick_rnacentral_id,crick_transcript_id,crick_tsl,crick_uniprot
Zfp36_1,chr7,28078730,28079229,28078170,28078669,NA,NA,NA,NA,NA,ENSMUSG00000109455,NA,Gm44710,NA,NA,13535,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,NA,zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180],ENSMUSG00000044786,GENCODE basic,Zfp36,Zfp36,3D-structure; Cytoplasm; Developmental protein; DNA-binding; Exosome; Metal-binding; mRNA transport; Nucleus; Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; Transport; Ubl conjugation; Zinc; Zinc-finger,3470,,,ENSMUST00000051241,tsl1 (assigned to previous version 6),P22893
Zfp37_1,chr4,62126735,62127234,62126175,62126674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alternative2,protein_coding,protein_coding,1,zinc finger protein 37 [Source:MGI Symbol;Acc:MGI:99181],ENSMUSG00000028389,GENCODE basic,Zfp37,Zfp37,Developmental protein; Differentiation; DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Spermatogenesis; Transcription; Transcription regulation; Zinc; Zinc-finger,41508,NR_188978,,ENSMUST00000068822,tsl1 (assigned to previous version 3),P17141
Zfp385a_1,chr15,103248587,103249086,103248027,103248526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alternative1,protein_coding,protein_coding,NA,zinc finger protein 385A [Source:MGI Symbol;Acc:MGI:1352495],ENSMUSG00000000552,GENCODE basic,Zfp385a,Zfp385a,Alternative splicing; Cell cycle; Cell projection; Cytoplasm; DNA damage; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; RNA-binding; Transcription; Transcription regulation; Translation regulation; Ubl conjugation; Zinc; Zinc-finger,26199,,,ENSMUST00000229373,,Q8VD12
Zfp397_1,chr18,24087746,24088245,24087186,24087685,,protein_coding,retained_intron,NA,zinc finger protein 397 [Source:MGI Symbol;Acc:MGI:1916506],ENSMUSG00000024276,,Zfp397,Zfp397,NA,9982,,URS00009B0816,ENSMUST00000224107,,,NA,NA,NA,NA,NA,ENSMUSG00000121479,NA,NA,NA,NA,56056,NA,NA,NA,NA,NA
Zfp407_1,chr18,84607680,84608179,84607120,84607619,NA,NA,NA,NA,NA,ENSMUSG00000120353,NA,Gm56492,NA,NA,39417,NA,NA,NA,NA,NA,,protein_coding,protein_coding,NA,zinc finger protein 407 [Source:MGI Symbol;Acc:MGI:2685179],ENSMUSG00000048410,,Zfp407,Zfp407,NA,461699,,,ENSMUST00000125450,tsl3 (assigned to previous version 8),
Zfp414_1,chr17,33848077,33848576,33847517,33848016,principal2,protein_coding,protein_coding,NA,zinc finger protein 414 [Source:MGI Symbol;Acc:MGI:1915641],ENSMUSG00000073423,GENCODE basic,Zfp414,Zfp414,Alternative splicing; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,2690,NR_034153,,ENSMUST00000166627,tsl1 (assigned to previous version 7),Q9DCK4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp41_1,chr15,75488553,75489052,75487993,75488492,principal1,protein_coding,protein_coding,NA,zinc finger protein 41 [Source:MGI Symbol;Acc:MGI:99186],ENSMUSG00000047003,GENCODE basic,Zfp41,Zfp41,Developmental protein; Differentiation; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Spermatogenesis; Transcription; Transcription regulation; Zinc; Zinc-finger,13149,,,ENSMUST00000161785,tsl1 (assigned to previous version 7),Q02526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp426_1,chr9,20404079,20404578,20403519,20404018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,nonsense_mediated_decay,NA,zinc finger protein 426 [Source:MGI Symbol;Acc:MGI:1920248],ENSMUSG00000059475,,Zfp426,Zfp426,NA,24198,,,ENSMUST00000168095,tsl3 (assigned to previous version 7),
Zfp42_1,chr8,43760048,43760547,43759488,43759987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 42 [Source:MGI Symbol;Acc:MGI:99187],ENSMUSG00000051176,GENCODE basic,Zfp42,Zfp42,NA,11918,,,ENSMUST00000211248,tsl1 (assigned to previous version 1),
Zfp444_1,chr7,6175523,6176022,6174963,6175462,,protein_coding,protein_coding,NA,zinc finger protein 444 [Source:MGI Symbol;Acc:MGI:1923365],ENSMUSG00000044876,,Zfp444,Zfp444,NA,21586,,,ENSMUST00000128495,tsl2 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp446_1,chr7,12711786,12712285,12711226,12711725,,protein_coding,protein_coding,NA,zinc finger protein 446 [Source:MGI Symbol;Acc:MGI:2442185],ENSMUSG00000033961,GENCODE basic,Zfp446,Zfp446,NA,7867,,,ENSMUST00000108535,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp449_1,chrX,55391771,55392270,55391211,55391710,principal1,protein_coding,protein_coding,1,zinc finger protein 449 [Source:MGI Symbol;Acc:MGI:1925869],ENSMUSG00000073176,GENCODE basic,Zfp449,Zfp449,NA,19275,,,ENSMUST00000101560,tsl1 (assigned to previous version 3),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp451_1,chr1,33853665,33854164,33853105,33853604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,nonsense_mediated_decay,NA,zinc finger protein 451 [Source:MGI Symbol;Acc:MGI:2137896],ENSMUSG00000042197,,Zfp451,Zfp451,NA,53051,,,ENSMUST00000139143,tsl1 (assigned to previous version 7),
Zfp459_1,chr13,67569586,67570085,67569026,67569525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 459 [Source:MGI Symbol;Acc:MGI:3040701],ENSMUSG00000055560,GENCODE basic,Zfp459,Zfp459,NA,15710,,,ENSMUST00000056470,tsl1 (assigned to previous version 8),
Zfp462_1,chr4,54948054,54948553,54947494,54947993,,protein_coding,protein_coding,NA,zinc finger protein 462 [Source:MGI Symbol;Acc:MGI:107690],ENSMUSG00000060206,,Zfp462,Zfp462,NA,138516,,,ENSMUST00000133895,tsl5 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp46_1,chr4,136013420,136013919,136012860,136013359,,protein_coding,protein_coding,NA,zinc finger protein 46 [Source:MGI Symbol;Acc:MGI:99192],ENSMUSG00000051351,,Zfp46,Zfp46,NA,9260,,,ENSMUST00000144217,tsl2 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp472_1,chr17,33184799,33185298,33184239,33184738,principal1,protein_coding,protein_coding,1,zinc finger protein 472 [Source:MGI Symbol;Acc:MGI:2385049],ENSMUSG00000053600,GENCODE basic,Zfp472,Zfp472,NA,13420,,,ENSMUST00000039132,tsl1 (assigned to previous version 8),,NA,NA,NA,NA,NA,ENSMUSG00000121493,NA,Cyp4f41-ps,NA,NA,15299,NA,NA,NA,NA,NA
Zfp512b_1,chr2,181234289,181234788,181233729,181234228,,protein_coding,protein_coding,NA,pre-mRNA splicing factor 6 [Source:MGI Symbol;Acc:MGI:1922946],ENSMUSG00000002455,,Prpf6,Prpf6,NA,63793,,,ENSMUST00000132714,tsl2 (assigned to previous version 1),,principal1,protein_coding,protein_coding,1,zinc finger protein 512B [Source:MGI Symbol;Acc:MGI:2685478],ENSMUSG00000000823,GENCODE basic,Zfp512b,Zfp512b,NA,10701,,,ENSMUST00000108789,tsl1 (assigned to previous version 8),
Zfp518a_1,chr19,40883183,40883682,40882623,40883122,NA,NA,NA,NA,NA,ENSMUSG00000099118,NA,Mir8092,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000120438,NA,Gm56645,NA,NA,2535,NA,NA,NA,NA,NA
Zfp518b_1,chr5,38842147,38842646,38841587,38842086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,NA,zinc finger protein 518B [Source:MGI Symbol;Acc:MGI:2140750],ENSMUSG00000046572,GENCODE basic,Zfp518b,Zfp518b,NA,16343,,,ENSMUST00000057258,tsl3 (assigned to previous version 10),
Zfp523_1,chr17,28396403,28396902,28395843,28396342,principal1,protein_coding,protein_coding,1,zinc finger protein 523 [Source:MGI Symbol;Acc:MGI:2687278],ENSMUSG00000024220,GENCODE basic,Zfp523,Zfp523,Alternative splicing; DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,28758,NR_182186,,ENSMUST00000073534,tsl5 (assigned to previous version 8),Q8BMU0,NA,NA,NA,NA,NA,ENSMUSG00000117171,NA,C230013L11Rik,NA,NA,3026,NA,NA,NA,NA,NA
Zfp526_1,chr7,24920877,24921376,24920317,24920816,principal1,protein_coding,protein_coding,1,zinc finger protein 526 [Source:MGI Symbol;Acc:MGI:2445181],ENSMUSG00000046541,GENCODE basic,Zfp526,Zfp526,Alternative splicing; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,6083,,,ENSMUST00000055604,tsl1 (assigned to previous version 5),Q8BI66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp532_1,chr18,65714824,65715323,65714264,65714763,principal1,protein_coding,protein_coding,1,zinc finger protein 532 [Source:MGI Symbol;Acc:MGI:3036282],ENSMUSG00000042439,GENCODE basic,Zfp532,Zfp532,NA,109532,,,ENSMUST00000235822,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp553_1,chr7,126832475,126832974,126831915,126832414,principal1,protein_coding,protein_coding,1,zinc finger protein 553 [Source:MGI Symbol;Acc:MGI:2384725],ENSMUSG00000045598,GENCODE basic,Zfp553,Zfp553,Acetylation; DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,5119,,,ENSMUST00000106312,tsl1 (assigned to previous version 3),Q3US17,,protein_coding,retained_intron,NA,septin 1 [Source:MGI Symbol;Acc:MGI:1858916],ENSMUSG00000000486,,Septin1,Septin1,Cell cycle; Cell division; Cytoplasm; Cytoskeleton; GTP-binding; Nucleotide-binding; Phosphoprotein; Reference proteome,18684,,,ENSMUST00000131208,tsl2 (assigned to previous version 1),P42209
Zfp568_1,chr7,29683393,29683892,29682833,29683332,principal4,protein_coding,protein_coding,1,zinc finger protein 568 [Source:MGI Symbol;Acc:MGI:2142347],ENSMUSG00000074221,GENCODE basic,Zfp568,Zfp568,3D-structure; Alternative splicing; Developmental protein; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,44328,,,ENSMUST00000148442,tsl1 (assigned to previous version 7),E9PYI1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp574_1,chr7,24776701,24777200,24776141,24776640,,protein_coding,protein_coding_CDS_not_defined,NA,zinc finger protein 574 [Source:MGI Symbol;Acc:MGI:2442951],ENSMUSG00000045252,,Zfp574,Zfp574,DNA-binding; Metal-binding; Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,10926,,,ENSMUST00000206733,tsl2 (assigned to previous version 1),Q8BY46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp575_1,chr7,24287099,24287598,24286539,24287038,principal1,protein_coding,protein_coding,1,ethylmalonic encephalopathy 1 [Source:MGI Symbol;Acc:MGI:1913321],ENSMUSG00000064254,GENCODE basic,Ethe1,Ethe1,Acetylation; Cytoplasm; Dioxygenase; Iron; Metal-binding; Mitochondrion; Nucleus; Oxidoreductase; Phosphoprotein; Reference proteome; Transit peptide,21383,,,ENSMUST00000077191,tsl1 (assigned to previous version 6),Q9DCM0,principal1,protein_coding,protein_coding,1,zinc finger protein 575 [Source:MGI Symbol;Acc:MGI:2141921],ENSMUSG00000066721,GENCODE basic,Zfp575,Zfp575,DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,3804,,,ENSMUST00000094705,tsl1 (assigned to previous version 2),Q3TXZ1
Zfp579_1,chr7,4999104,4999603,4998544,4999043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding_CDS_not_defined,NA,zinc finger protein 579 [Source:MGI Symbol;Acc:MGI:1915740],ENSMUSG00000051550,,Zfp579,Zfp579,Direct protein sequencing; DNA-binding; Metal-binding; Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,12676,,,ENSMUST00000159754,tsl1 (assigned to previous version 1),Q80VM4
Zfp57_1,chr17,37313457,37313956,37312897,37313396,alternative2,protein_coding,protein_coding,NA,zinc finger protein 57 [Source:MGI Symbol;Acc:MGI:99204],ENSMUSG00000036036,GENCODE basic,Zfp57,Zfp57,3D-structure; Alternative splicing; Developmental protein; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Zinc; Zinc-finger,9473,,,ENSMUST00000089968,tsl1 (assigned to previous version 12),Q8C6P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp580_1,chr7,5054551,5055050,5053991,5054490,principal2,protein_coding,protein_coding,NA,zinc finger protein 580 [Source:MGI Symbol;Acc:MGI:1916242],ENSMUSG00000055633,GENCODE basic,Zfp580,Zfp580,Chemotaxis; DNA-binding; Inflammatory response; Isopeptide bond; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,2186,,,ENSMUST00000069324,tsl1 (assigned to previous version 6),Q9DB38,NA,NA,NA,NA,NA,ENSMUSG00000086604,NA,Gm15510,NA,NA,10170,NA,NA,NA,NA,NA
Zfp583_1,chr7,6334327,6334826,6333767,6334266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 583 [Source:MGI Symbol;Acc:MGI:2682297],ENSMUSG00000030443,GENCODE basic,Zfp583,Zfp583,DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,15626,,,ENSMUST00000062765,tsl1 (assigned to previous version 13),Q3V080
Zfp592_1,chr7,80643443,80643942,80642883,80643382,principal1,protein_coding,protein_coding,1,zinc finger protein 592 [Source:MGI Symbol;Acc:MGI:2443541],ENSMUSG00000005621,GENCODE basic,Zfp592,Zfp592,DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,51484,,,ENSMUST00000107353,tsl1 (assigned to previous version 2),Q8BHZ4,NA,NA,NA,NA,NA,ENSMUSG00000109008,NA,Gm44899,NA,NA,37028,NA,NA,NA,NA,NA
Zfp597_1,chr16,3690215,3690714,3689655,3690154,,protein_coding,protein_coding,NA,"N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:MGI Symbol;Acc:MGI:1922013]",ENSMUSG00000005982,,Naa60,Naa60,NA,32396,,,ENSMUST00000151988,tsl3 (assigned to previous version 7),,,protein_coding,protein_coding_CDS_not_defined,NA,zinc finger protein 597 [Source:MGI Symbol;Acc:MGI:1918313],ENSMUSG00000039789,,Zfp597,Zfp597,NA,26241,,,ENSMUST00000175990,tsl3 (assigned to previous version 1),
Zfp598_1,chr17,24888697,24889196,24888137,24888636,alternative2,protein_coding,protein_coding,1,zinc finger protein 598 [Source:MGI Symbol;Acc:MGI:2670965],ENSMUSG00000041130,GENCODE basic,Zfp598,Zfp598,Alternative splicing; Cytoplasm; Metal-binding; Phosphoprotein; Reference proteome; Transferase; Translation regulation; Ubl conjugation pathway; Zinc; Zinc-finger,12330,,,ENSMUST00000234956,,Q80YR4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp599_1,chr9,22171288,22171787,22170728,22171227,NA,NA,NA,NA,NA,ENSMUSG00000111205,NA,Gm39307,NA,NA,3188,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 599 [Source:MGI Symbol;Acc:MGI:2679006],ENSMUSG00000062794,GENCODE basic,Zfp599,Zfp599,NA,12466,,,ENSMUST00000086281,tsl1 (assigned to previous version 4),
Zfp59_1,chr7,27538022,27538521,27537462,27537961,principal1,protein_coding,protein_coding,1,zinc finger protein 59 [Source:MGI Symbol;Acc:MGI:99206],ENSMUSG00000078779,GENCODE basic,Zfp59,Zfp59,DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Zinc; Zinc-finger,17832,,,ENSMUST00000205701,tsl1 (assigned to previous version 1),P16373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp605_1,chr5,110257969,110258468,110257409,110257908,principal1,protein_coding,protein_coding,1,zinc finger protein 605 [Source:MGI Symbol;Acc:MGI:2444933],ENSMUSG00000023284,GENCODE basic,Zfp605,Zfp605,NA,19703,,,ENSMUST00000112528,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp607b_1,chr7,27388870,27389369,27388310,27388809,principal1,protein_coding,protein_coding,1,zinc finger protein 607B [Source:MGI Symbol;Acc:MGI:2148237],ENSMUSG00000057093,GENCODE basic,Zfp607b,Zfp607b,NA,17145,,,ENSMUST00000120004,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp609_1,chr9,65734885,65735384,65734325,65734824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 609 [Source:MGI Symbol;Acc:MGI:2674092],ENSMUSG00000040524,GENCODE basic,Zfp609,Zfp609,Activator; Alternative splicing; Developmental protein; Isopeptide bond; Metal-binding; Myogenesis; Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,135174,,,ENSMUST00000159109,tsl5 (assigned to previous version 1),Q8BZ47
Zfp617_1,chr8,72676717,72677216,72676157,72676656,,protein_coding,protein_coding,NA,zinc finger protein 617 [Source:MGI Symbol;Acc:MGI:2684459],ENSMUSG00000066880,,Zfp617,Zfp617,NA,25995,,,ENSMUST00000131544,tsl2 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp619_1,chr7,39167207,39167706,39166647,39167146,principal1,protein_coding,protein_coding,1,zinc finger protein 619 [Source:MGI Symbol;Acc:MGI:1917477],ENSMUSG00000068959,GENCODE basic,Zfp619,Zfp619,NA,22655,,,ENSMUST00000108015,tsl1 (assigned to previous version 3),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp622_1,chr15,25984533,25985032,25983973,25984472,,protein_coding,retained_intron,NA,zinc finger protein 622 [Source:MGI Symbol;Acc:MGI:1289282],ENSMUSG00000052253,,Zfp622,Zfp622,Acetylation; Cytoplasm; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Ribosome biogenesis; Ubl conjugation; Zinc; Zinc-finger,14116,,,ENSMUST00000227912,,Q91VY9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp623_1,chr15,75812908,75813407,75812348,75812847,principal1,protein_coding,protein_coding,1,zinc finger protein 623 [Source:MGI Symbol;Acc:MGI:1926084],ENSMUSG00000050846,GENCODE basic,Zfp623,Zfp623,NA,8449,,,ENSMUST00000037260,tsl1 (assigned to previous version 6),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp628_1,chr7,4918232,4918731,4917672,4918171,principal1,protein_coding,protein_coding,1,zinc finger protein 628 [Source:MGI Symbol;Acc:MGI:2665174],ENSMUSG00000074406,GENCODE basic,Zfp628,Zfp628,Alternative splicing; DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,6786,,,ENSMUST00000116354,tsl1 (assigned to previous version 3),Q8CJ78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp62_1,chr11,49094323,49094822,49093763,49094262,principal1,protein_coding,protein_coding,NA,zinc finger protein 62 [Source:MGI Symbol;Acc:MGI:99662],ENSMUSG00000046311,GENCODE basic,Zfp62,Zfp62,Alternative splicing; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,15525,,,ENSMUST00000109198,tsl1 (assigned to previous version 7),Q8C827,NA,NA,NA,NA,NA,ENSMUSG00000121252,NA,Gm57410,NA,NA,1309,NA,NA,NA,NA,NA
Zfp637_1,chr6,117818176,117818675,117817616,117818115,,protein_coding,retained_intron,NA,zinc finger protein 637 [Source:MGI Symbol;Acc:MGI:2448537],ENSMUSG00000059689,,Zfp637,Zfp637,NA,4777,,,ENSMUST00000127593,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp640_1,chr13,66846381,66846880,66845821,66846320,NA,NA,NA,NA,NA,ENSMUSG00000114327,NA,Gm40988,NA,NA,210328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000121764,NA,NA,NA,NA,55485,NA,NA,NA,NA,NA
Zfp655_1,chr5,145168563,145169062,145168003,145168502,,protein_coding,protein_coding,NA,zinc finger protein 655 [Source:MGI Symbol;Acc:MGI:1919861],ENSMUSG00000007812,GENCODE basic,Zfp655,Zfp655,NA,45199,,,ENSMUST00000200039,tsl1 (assigned to previous version 4),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp667_1,chr7,6289612,6290111,6289052,6289551,principal1,protein_coding,protein_coding,NA,zinc finger protein 667 [Source:MGI Symbol;Acc:MGI:2442757],ENSMUSG00000054893,GENCODE basic,Zfp667,Zfp667,DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,21305,,,ENSMUST00000086327,tsl1 (assigned to previous version 11),Q2TL60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp692_1,chr11,58197916,58198415,58197356,58197855,principal1,protein_coding,protein_coding,NA,zinc finger protein 692 [Source:MGI Symbol;Acc:MGI:2144276],ENSMUSG00000037243,GENCODE basic,Zfp692,Zfp692,DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,7559,,,ENSMUST00000049353,tsl1 (assigned to previous version 8),Q3U381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp704_1,chr3,9675208,9675707,9674648,9675147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 704 [Source:MGI Symbol;Acc:MGI:2180715],ENSMUSG00000040209,GENCODE basic,Zfp704,Zfp704,DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation; Zinc; Zinc-finger,183066,,,ENSMUST00000041124,tsl1 (assigned to previous version 12),Q9ERQ3
Zfp708_2,chr13,67229658,67230157,67229098,67229597,NA,NA,NA,NA,NA,ENSMUSG00000114516,NA,Gm46440,NA,NA,31538,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,NA,zinc finger protein 708 [Source:MGI Symbol;Acc:MGI:3040674],ENSMUSG00000058883,GENCODE basic,Zfp708,Zfp708,NA,28578,,,ENSMUST00000109742,tsl1 (assigned to previous version 9),
Zfp709_1,chr8,72635923,72636422,72635363,72635862,principal1,protein_coding,protein_coding,1,zinc finger protein 709 [Source:MGI Symbol;Acc:MGI:2384299],ENSMUSG00000056019,GENCODE basic,Zfp709,Zfp709,NA,13709,,,ENSMUST00000188685,tsl1 (assigned to previous version 6),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp710_1,chr7,79675944,79676443,79675384,79675883,principal1,protein_coding,protein_coding,1,zinc finger protein 710 [Source:MGI Symbol;Acc:MGI:1921747],ENSMUSG00000048897,GENCODE basic,Zfp710,Zfp710,Alternative splicing; DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,69360,,,ENSMUST00000164056,tsl1 (assigned to previous version 8),Q3U288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
